,class,cap-shape,cap-surface,cap-color,bruises,odor,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
2349,edible,2,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
2350,edible,5,3,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2351,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,3,5
2352,edible,5,3,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2353,edible,2,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2354,edible,5,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2355,edible,5,0,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2356,edible,2,0,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2357,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2358,edible,5,3,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2359,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2360,edible,5,3,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2361,edible,2,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2362,edible,5,3,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2363,edible,5,3,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2364,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2365,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2366,edible,5,0,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2367,edible,2,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,0,1
2368,edible,5,3,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2369,edible,5,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2370,edible,5,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2371,edible,5,0,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2372,edible,2,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2373,edible,5,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2374,edible,5,3,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2375,poisonous,2,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
2376,edible,5,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2377,edible,2,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,3,1
2378,edible,5,2,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,3,1
2379,edible,5,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2380,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2381,edible,5,0,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2382,edible,5,3,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2383,edible,2,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2384,edible,5,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2385,poisonous,5,0,3,no bruises,2,0,1,1,1,4,4,0,2,1,2,1,5,0
2386,edible,5,3,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2387,edible,5,0,4,no bruises,5,1,3,2,2,7,7,0,2,1,0,2,0,1
2388,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,1
2389,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2390,edible,2,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2391,edible,5,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2392,edible,5,3,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2393,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2394,edible,2,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2395,edible,2,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2396,edible,5,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2397,edible,2,0,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,5,0
2398,edible,5,3,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2399,edible,5,0,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2400,poisonous,5,2,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,4,1
2401,edible,2,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2402,edible,5,0,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
2403,edible,2,3,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2404,edible,2,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2405,edible,5,3,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2406,edible,5,3,2,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
2407,edible,5,0,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2408,edible,5,3,2,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2409,edible,2,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2410,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2411,edible,2,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2412,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2413,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2414,edible,5,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2415,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2416,edible,2,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,4,0
2417,edible,5,3,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2418,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2419,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2420,edible,5,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2421,edible,5,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,4,0
2422,edible,5,3,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2423,edible,2,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2424,edible,5,0,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2425,edible,2,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2426,poisonous,5,2,5,no bruises,1,0,1,2,2,7,7,0,2,1,4,2,4,0
2427,edible,5,0,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2428,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2429,edible,5,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2430,edible,2,0,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2431,edible,5,3,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2432,edible,5,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2433,edible,5,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2434,edible,5,0,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2435,edible,5,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2436,edible,2,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2437,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2438,edible,2,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2439,edible,2,3,2,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2440,edible,5,3,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2441,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2442,edible,5,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2443,poisonous,5,0,3,no bruises,2,0,1,1,1,0,0,0,2,1,2,1,5,1
2444,edible,5,3,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2445,edible,5,3,2,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,5,0
2446,edible,5,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2447,edible,2,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2448,edible,2,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2449,edible,2,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2450,edible,2,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2451,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2452,edible,5,0,3,no bruises,5,1,3,2,0,7,7,0,2,1,0,3,0,1
2453,edible,5,3,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2454,edible,5,0,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2455,edible,2,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2456,edible,5,3,2,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
2457,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2458,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2459,edible,5,3,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2460,edible,5,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2461,edible,2,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2462,edible,5,3,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2463,edible,5,3,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2464,edible,2,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2465,edible,5,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2466,edible,2,0,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,4,0
2467,edible,5,3,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2468,edible,5,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2469,edible,5,3,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
2470,edible,2,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2471,edible,5,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2472,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2473,edible,5,3,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2474,edible,5,3,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,5,0
2475,edible,5,3,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2476,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2477,edible,5,3,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2478,poisonous,2,3,4,bruises is there,6,0,3,2,2,7,7,0,2,1,4,2,3,5
2479,edible,5,2,3,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
2480,edible,5,0,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
2481,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2482,poisonous,5,2,5,no bruises,1,0,1,2,2,7,7,0,2,1,4,3,3,0
2483,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2484,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2485,edible,5,3,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2486,edible,5,3,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2487,edible,5,2,8,no bruises,5,1,3,2,2,7,7,0,2,1,0,3,3,1
2488,edible,2,0,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,4,0
2489,edible,5,3,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,3,4,0
2490,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2491,edible,5,0,2,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
2492,edible,5,3,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2493,edible,5,3,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2494,edible,5,0,2,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2495,poisonous,2,3,8,bruises is there,6,0,3,2,2,7,7,0,2,1,4,3,4,5
2496,edible,2,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2497,edible,5,0,2,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2498,edible,5,0,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2499,edible,5,3,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2500,edible,2,2,8,no bruises,5,1,3,0,0,7,7,0,2,1,0,2,3,1
2501,edible,5,0,4,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,0,1
2502,edible,5,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2503,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2504,edible,5,3,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2505,edible,5,3,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2506,edible,5,3,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2507,edible,2,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2508,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2509,edible,2,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2510,edible,2,0,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,5,0
2511,edible,5,3,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2512,poisonous,5,2,8,no bruises,1,0,1,2,2,7,7,0,2,1,4,3,3,0
2513,edible,2,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2514,edible,2,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2515,edible,2,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2516,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2517,edible,5,0,2,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2518,edible,2,2,8,no bruises,5,1,3,0,2,7,7,0,2,1,0,3,3,1
2519,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2520,edible,5,0,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2521,edible,2,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2522,edible,2,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2523,edible,5,3,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,5,0
2524,edible,5,3,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,5,0
2525,edible,5,3,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2526,edible,5,0,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2527,edible,5,3,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2528,edible,5,3,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,4,0
2529,edible,2,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2530,edible,5,3,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2531,edible,5,3,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2532,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2533,poisonous,5,0,3,no bruises,2,0,1,1,1,4,0,0,2,1,2,1,5,4
2534,edible,2,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2535,edible,5,3,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2536,poisonous,5,0,3,no bruises,2,0,1,1,1,6,0,0,2,1,2,1,4,0
2537,edible,5,3,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2538,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,4,0
2539,poisonous,5,0,3,no bruises,2,0,1,1,1,0,4,0,2,1,2,1,5,0
2540,poisonous,5,0,5,no bruises,1,0,1,2,2,7,7,0,2,1,4,3,3,0
2541,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2542,edible,2,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2543,edible,5,0,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,4,0
2544,edible,5,3,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2545,edible,5,3,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2546,edible,2,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2547,edible,5,0,3,bruises is there,5,1,1,2,2,7,6,0,2,1,4,3,5,0
2548,edible,5,0,2,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
2549,edible,5,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2550,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2551,edible,2,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2552,edible,2,0,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2553,edible,2,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2554,edible,5,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2555,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2556,edible,5,3,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2557,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2558,edible,5,3,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2559,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2560,poisonous,5,0,8,no bruises,1,0,1,2,2,7,7,0,2,1,4,2,4,0
2561,edible,2,0,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2562,edible,5,3,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2563,edible,5,3,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2564,edible,2,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2565,edible,5,0,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2566,poisonous,5,0,3,no bruises,2,0,1,1,1,0,6,0,2,1,2,1,5,0
2567,edible,5,3,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2568,edible,2,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2569,edible,2,3,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2570,edible,5,0,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2571,poisonous,5,0,3,no bruises,2,0,1,1,1,0,6,0,2,1,2,1,4,1
2572,edible,5,3,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2573,edible,5,3,4,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,4,0
2574,edible,5,3,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2575,edible,5,3,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2576,edible,5,3,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2577,edible,5,3,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,2,5,0
2578,edible,5,0,,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2579,edible,5,3,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2580,edible,5,3,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,4,0
2581,edible,5,3,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2582,edible,2,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2583,edible,2,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,4,0
2584,edible,2,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2585,edible,5,3,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2586,edible,5,3,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2587,edible,5,0,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2588,edible,2,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2589,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2590,edible,5,3,2,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2591,edible,5,3,4,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2592,edible,2,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2593,edible,2,0,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2594,poisonous,5,0,3,no bruises,2,0,1,1,1,0,4,0,2,1,2,1,4,4
2595,edible,5,0,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2596,edible,5,3,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2597,edible,5,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2598,edible,5,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2599,edible,5,3,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,2,4,0
2600,edible,2,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,5,0
2601,edible,2,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2602,edible,5,3,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2603,edible,5,0,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,2,5,0
2604,edible,2,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,4,0
2605,poisonous,5,0,3,no bruises,2,0,1,1,1,6,4,0,2,1,2,1,4,4
2606,edible,5,0,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2607,edible,2,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2608,edible,5,0,2,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2609,edible,5,0,2,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2610,edible,5,3,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,2,5,0
2611,edible,2,3,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2612,edible,2,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2613,edible,5,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2614,edible,2,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,4,0
2615,edible,5,3,4,bruises is there,5,1,1,2,2,7,6,0,2,1,4,2,5,0
2616,edible,5,3,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2617,edible,5,3,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
2618,edible,5,0,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,5,0
2619,edible,5,3,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2620,edible,2,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2621,edible,5,3,2,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2622,edible,5,0,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,5,0
2623,edible,2,0,4,bruises is there,5,1,1,2,2,6,3,0,2,1,4,2,5,0
2624,edible,5,3,2,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2625,edible,5,0,3,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2626,edible,5,3,4,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2627,poisonous,5,0,3,no bruises,1,0,1,2,2,7,7,0,2,1,4,3,4,0
2628,edible,2,0,3,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,4,0
2629,edible,5,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,5,0
2630,edible,2,2,4,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,0,1
2631,edible,2,0,4,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,4,0
2632,edible,5,3,3,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,5,0
2633,edible,2,3,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,3,4,0
2634,edible,5,3,3,bruises is there,5,1,1,2,2,7,7,0,2,1,4,3,4,0
2635,edible,2,3,2,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2636,edible,5,3,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,5,0
2637,edible,5,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2638,edible,2,0,3,bruises is there,5,1,1,2,2,6,3,0,2,1,4,3,4,0
2639,edible,5,3,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2640,edible,2,0,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
2641,edible,5,3,2,bruises is there,5,1,1,2,2,6,7,0,2,1,4,3,4,0
2642,edible,5,3,2,bruises is there,5,1,1,2,2,7,7,0,2,1,4,2,4,0
2643,edible,2,3,4,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,4,0
2644,edible,5,3,4,bruises is there,5,1,1,2,2,6,6,0,2,1,4,3,5,0
2645,edible,5,0,3,bruises is there,5,1,1,2,2,3,7,0,2,1,4,3,5,0
2646,edible,2,0,3,bruises is there,5,1,1,2,2,3,6,0,2,1,4,2,5,0
2647,edible,2,0,8,no bruises,5,1,3,2,0,7,7,0,2,1,0,2,3,1
2648,edible,5,3,4,bruises is there,5,1,1,2,2,7,3,0,2,1,4,3,4,0
2649,edible,5,0,3,bruises is there,5,1,1,2,2,3,3,0,2,1,4,2,5,0
